user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
USR77081,Ethan Dora,BZDWK4883M,394394089450,1963-03-01 19:46:00,Lucknow,Uttar Pradesh,31508.0,Unemployed,2024-10-22 10:15:48,VERIFIED,HIGH
USR84077,Neelima Sem,DKNSH2914F,810082123328,1980-12-28 00:00:00,Ludhiana,Punjab,27515.0,Self Employed,2025-06-11 00:00:00,VERIFIED,MEDIUM
USR59175,Ansh Virk,AMBPC6856J,400683346413,1972-03-27 20:01:00,Mumbai,Maharashtra,16030.0,Student,2025-02-13 00:00:00,VERIFIED,MEDIUM
USR64276,Upasna Subramanian,OPVCG1908W,024162763322,1974-01-09 00:00:00,Lucknow,Uttar Pradesh,19115.0,Farmer,2025-03-24 00:00:00,VERIFIED,UNKNOWN
USR64768,Warda Bhasin,DJJZS1635L,137833448545,,Mumbai,Maharashtra,32936.0,Self Employed,2026-02-22 00:00:00,VERIFIED,UNKNOWN
USR16446,Yagnesh Roy,,,1997-09-19 00:00:00,Chennai,Tamil Nadu,,Salaried,2025-08-29 00:00:00,VERIFIED,HIGH
USR22470,Ubika Saraf,GEZXL8319T,385691746808,1985-04-21 00:00:00,Bengaluru,Karnataka,12941.0,Student,2024-08-27 07:40:00,REJECTED,MEDIUM
USR78907,Garima Sangha,NTGKP6262I,,1977-09-14 08:11:37,Amritsar,Punjab,14527.0,Salaried,,PENDING,LOW
USR55616,Jasmit Nadkarni,EGCOO2505G,073835878098,1993-04-02 00:00:00,Bengaluru,Karnataka,17065.0,Retired,2025-08-22 00:00:00,VERIFIED,LOW
USR11988,Udarsh Khalsa,,005370369333,1973-09-08 00:00:00,Bengaluru,Karnataka,57849.0,Self Employed,2026-03-10 00:00:00,VERIFIED,LOW
USR78571,Gautami Sanghvi,PXLGX1420K,497306999651,1977-10-18 00:00:00,Amritsar,Punjab,25062.0,Student,2024-05-20 16:14:00,VERIFIED,LOW
USR26915,Aarna Deshmukh,VVYMS8300C,411377608777,2005-09-25 20:20:32,Chennai,Tamil Nadu,,Unemployed,2024-09-06 00:00:00,VERIFIED,LOW
USR71883,Amara Oak,OWXKX2821C,619501763518,1995-09-09 15:52:56,Bengaluru,Karnataka,22743.0,Retired,2025-04-30 00:00:00,REJECTED,MEDIUM
USR67037,Lucky Konda,CRHRQ9787A,892466941914,1991-12-26 00:00:00,Lucknow,Uttar Pradesh,18960.0,Business Owner,2024-08-28 09:57:39,VERIFIED,LOW
USR28669,George Dar,QLRNP1618Y,,1978-01-04 00:00:00,Mumbai,Maharashtra,24646.0,Self Employed,2024-02-10 17:03:22,REJECTED,MEDIUM
USR74087,Qarin Sengupta,TGCGN4731B,507933608333,1987-01-26 00:00:00,Amritsar,Punjab,11942.0,Salaried,2026-01-15 05:56:00,VERIFIED,MEDIUM
USR97475,Bimala Rao,ZWIEO8960X,581975734236,1977-04-08 12:26:05,Hyderabad,Telangana,,Farmer,2024-03-26 00:00:00,VERIFIED,LOW
USR29005,Wazir Ghose,SVTQR6809M,480853410333,1993-12-19 00:00:00,Delhi,Delhi,14463.0,Student,2024-03-12 00:00:00,VERIFIED,LOW
USR78059,Vasana Palla,CALNW0586S,754746798970,1991-04-27 00:00:00,Mumbai,Maharashtra,29828.0,Farmer,2024-11-23 00:00:00,VERIFIED,LOW
USR15644,Anita Balay,VZJON4073W,170203765815,1994-05-12 00:00:00,Bengaluru,Karnataka,,Unemployed,2025-11-03 00:00:00,VERIFIED,MEDIUM
USR53776,Advaith Sur,ORRQC4341P,936833471186,1980-08-16 00:00:00,Amritsar,Punjab,29723.0,Gig Worker,2024-04-10 00:00:00,PENDING,LOW
USR35738,Nachiket Saini,MPBCY9061Z,292718782869,1982-06-19 02:07:43,Ludhiana,Punjab,9263.0,Retired,2025-04-24 00:00:00,REJECTED,LOW
USR30688,Pooja Koshy,YVQMB3903Y,375014980195,,Jaipur,Rajasthan,55299.0,Salaried,2025-05-12 21:33:30,VERIFIED,LOW
USR43692,Kashvi Bal,XCBFC3495G,022456449188,,Hyderabad,Telangana,26181.0,Retired,2024-05-30 00:00:00,VERIFIED,LOW
USR13931,Vrinda Sodhi,JAXKB7158R,232101145647,1994-10-03 18:26:00,Jalandhar,Punjab,13080.0,Salaried,,VERIFIED,HIGH
USR16890,Unni Purohit,SRFPG7183S,128864682279,1997-12-05 00:00:00,Lucknow,Uttar Pradesh,19516.0,Farmer,2024-01-04 12:10:00,VERIFIED,MEDIUM
USR60800,Benjamin Hayre,SKOEK2388A,,,Jalandhar,Punjab,,Farmer,2024-03-23 05:13:33,VERIFIED,MEDIUM
USR43778,Megha Saran,FBYVC9113B,252595042768,1995-01-26 17:14:51,Ludhiana,Punjab,27468.0,Student,2024-08-11 00:00:00,VERIFIED,MEDIUM
USR70695,Darsh Rana,HOHLD1406O,663470616081,1986-05-13 00:00:00,Bengaluru,Karnataka,32215.0,Business Owner,2024-06-16 00:00:00,REJECTED,LOW
USR82121,Maanas Kumar,PHLMO0100D,307093238655,2000-06-15 00:00:00,Mumbai,Maharashtra,50644.0,Student,2024-04-19 00:00:00,VERIFIED,LOW
USR28535,Laban Sinha,RFMPF5305S,,1998-11-28 15:44:00,Pune,Maharashtra,23001.0,Retired,2024-12-31 23:15:38,PENDING,MEDIUM
USR61312,Manbir Kar,OYDNZ6406F,545126921501,2005-03-19 00:00:00,Hyderabad,Telangana,,Farmer,2025-02-04 00:00:00,REJECTED,LOW
USR17743,Sneha Palan,HXELE7376C,012024085465,1986-09-22 00:00:00,Kolkata,West Bengal,30964.0,Student,2025-07-02 00:00:00,VERIFIED,LOW
USR75869,Triya Sodhi,KUCXN4426K,598523497392,1999-09-16 00:00:00,Amritsar,Punjab,17400.0,Salaried,2024-11-03 00:00:00,PENDING,MEDIUM
USR88971,Aahana Goda,KAPYK2586P,815430708070,1963-08-19 00:00:00,Amritsar,Punjab,8961.0,Student,2025-03-06 04:52:16,VERIFIED,MEDIUM
USR25394,Urmi Dar,WDKKW7243D,,1983-11-17 00:00:00,Pune,Maharashtra,39353.0,Retired,2025-03-23 00:00:00,VERIFIED,MEDIUM
USR36110,Bhavya D0Shi,ZZLBX3053J,774946361922,1979-07-29 00:00:00,Pune,Maharashtra,,Freelancer,2025-11-15 00:00:00,VERIFIED,LOW
USR28927,Chandran Nori,MIAZT7616U,,,Hyderabad,Telangana,34414.0,Unemployed,2024-11-29 00:00:00,VERIFIED,MEDIUM
USR12524,Yauvani Deep,QGIWK2792H,279292452932,1985-01-24 00:00:00,Pune,Maharashtra,34793.0,Unemployed,2024-03-28 12:45:00,PENDING,MEDIUM
USR87061,Zayyan Parmar,OESTV5644M,421249135042,1994-03-02 00:00:00,Bengaluru,Karnataka,34016.0,Retired,2024-01-15 00:00:00,REJECTED,LOW
USR70121,Manan Kala,,491734893582,2003-05-16 10:59:20,Amritsar,Punjab,12490.0,Gig Worker,2025-04-01 13:18:00,VERIFIED,UNKNOWN
USR43558,Bhavya Kala,FMZBB8469X,041614978824,2005-04-29 00:00:00,Kolkata,West Bengal,,Student,2026-02-25 18:03:00,VERIFIED,UNKNOWN
USR97255,Hardik Varty,IKVCL9739N,018969410775,1985-07-09 00:00:00,Bengaluru,Karnataka,,Salaried,2024-08-23 10:00:42,PENDING,LOW
USR41850,Anamika Jayaraman,ZWSDQ5958Z,366997497248,2004-11-19 00:00:00,Pune,Maharashtra,,Unemployed,2024-03-27 02:50:53,VERIFIED,LOW
USR61425,Rajata Panchal,FDJQL7637C,252492316041,1987-11-27 00:00:00,Amritsar,Punjab,25830.0,Farmer,2025-02-26 00:00:00,VERIFIED,LOW
USR11654,Shivansh Dhar,VJCFR9167X,,1986-03-23 00:00:00,Lucknow,Uttar Pradesh,19879.0,Business Owner,2024-05-02 00:00:00,VERIFIED,LOW
USR60435,Manan Desai,CZDOZ3023Y,,1971-11-14 00:00:00,Lucknow,Uttar Pradesh,13100.0,Self Employed,2025-05-20 00:00:00,PENDING,LOW
USR69566,Pooja Sanghvi,KKXGH7093M,594632399328,,Mumbai,Maharashtra,40871.0,Gig Worker,2024-01-30 20:55:00,VERIFIED,LOW
USR97911,Aarush Hora,UJAKN1892R,889800106898,1974-09-25 00:00:00,Bengaluru,Karnataka,23895.0,Freelancer,2025-09-17 00:00:00,VERIFIED,LOW
USR96415,Aadi Batta,JYKPY8685U,801249909011,1975-10-05 00:00:00,Bengaluru,Karnataka,16142.0,Gig Worker,2024-08-20 00:00:00,VERIFIED,MEDIUM
USR41370,Lajita Mammen,TCFIS9755D,047045008750,1969-05-19 00:00:00,Ludhiana,Punjab,74744.0,Farmer,2024-04-06 00:00:00,VERIFIED,MEDIUM
USR46200,Bakhshi Sah0Ta,WALTW7577C,201060880121,2001-04-10 00:00:00,Hyderabad,Telangana,24694.0,Gig Worker,2024-07-26 00:00:00,VERIFIED,LOW
USR30125,Dakshesh Dhaliwal,AFYDX3604O,,1993-02-05 00:00:00,Jaipur,Rajasthan,22236.0,Business Owner,,REJECTED,LOW
USR51640,Hitesh Raj,UCIYS7654M,,1997-12-27 18:30:00,Mumbai,Maharashtra,65510.0,Business Owner,2025-05-07 00:00:00,REJECTED,LOW
USR26148,Tarak Butala,LSMZC5449O,594773990154,1988-07-08 00:00:00,Bengaluru,Karnataka,30461.0,Salaried,,VERIFIED,HIGH
USR72127,Turvi Grover,CQVNW6926I,192610278127,1989-04-19 03:38:20,Jaipur,Rajasthan,15633.0,Retired,2024-08-03 00:38:25,VERIFIED,MEDIUM
USR96477,Tanveer Narula,SDAVW9214Z,097914045328,1972-07-15 16:27:00,Chennai,Tamil Nadu,14759.0,Retired,2026-01-27 00:00:00,REJECTED,LOW
USR18944,Mekhala Golla,,885036777734,1991-07-25 08:59:00,Chennai,Tamil Nadu,26904.0,Farmer,,VERIFIED,LOW
USR38760,Lajita Dewan,,604812343829,1962-09-08 00:00:00,Kolkata,West Bengal,9392.0,Salaried,2025-03-22 00:00:00,VERIFIED,LOW
USR35147,Krishna Deo,HWFFO1057B,517870181300,1973-11-24 00:00:00,Ludhiana,Punjab,50039.0,Salaried,2026-04-01 00:00:00,VERIFIED,HIGH
USR23153,Elijah Golla,,,1997-05-23 00:00:00,Jalandhar,Punjab,25280.0,Salaried,2024-08-19 00:00:00,REJECTED,LOW
USR43985,Elijah Basu,OWYWO4172Z,,2001-11-29 04:05:00,Jaipur,Rajasthan,,Farmer,2025-08-19 00:00:00,VERIFIED,MEDIUM
USR13270,Gautam Joshi,KNUKD8690E,,1961-02-02 04:46:15,Pune,Maharashtra,17781.0,Self Employed,,VERIFIED,MEDIUM
USR87067,Ayaan Bhatt,IYPWZ2082B,073336789186,1997-06-03 23:09:00,Bengaluru,Karnataka,32299.999999999996,Farmer,2024-12-14 08:31:34,VERIFIED,MEDIUM
USR14736,Harini Keer,SQFFV1099G,900845213060,1969-07-11 00:00:00,Mumbai,Maharashtra,29346.0,Retired,,VERIFIED,MEDIUM
USR26503,Ranbir Mannan,UCYSG5949W,445635673241,2006-02-08 00:00:00,Amritsar,Punjab,9785.0,Farmer,2025-07-25 13:14:02,PENDING,LOW
USR55516,Yutika Ravi,HCPGG8914B,919840435976,1973-06-03 17:15:44,Kolkata,West Bengal,37564.0,Unemployed,2024-10-30 00:00:00,PENDING,LOW
USR45907,Hardik Ramesh,GUXKU9088P,625394319187,1970-07-22 00:00:00,Delhi,Delhi,,Gig Worker,2025-08-16 00:00:00,VERIFIED,MEDIUM
USR20548,Wridesh Joshi,TZSQX5220Z,031743351796,2007-05-12 00:00:00,Mumbai,Maharashtra,31338.0,Student,2025-10-01 00:00:00,VERIFIED,LOW
USR37307,Balendra Verma,UOHEX6486E,,2001-07-17 07:20:05,Delhi,Delhi,37243.0,Unemployed,2025-07-28 00:00:00,VERIFIED,MEDIUM
USR63941,Lopa Shanker,TIVNP2437G,474938292882,1975-04-08 18:00:48,Jaipur,Rajasthan,18089.0,Student,2025-07-12 11:33:35,PENDING,MEDIUM
USR62335,0Rinder Tiwari,KVIYF7177S,,1967-11-21 19:55:24,Pune,Maharashtra,15492.0,Student,2024-08-07 00:00:00,VERIFIED,MEDIUM
USR82534,Ekalinga Deep,QMKMZ5656K,,1991-01-11 00:00:00,Bengaluru,Karnataka,22070.0,Student,2025-04-22 21:24:00,VERIFIED,LOW
USR28153,Janaki Korpal,AHFWQ6201Q,,1974-06-16 00:00:00,Mumbai,Maharashtra,11531.0,Freelancer,2025-01-16 11:19:05,VERIFIED,LOW
USR97134,Reva Vaidya,HBVQA7004Y,,1964-05-10 00:00:00,Ludhiana,Punjab,55126.0,Freelancer,2025-01-07 00:00:00,PENDING,MEDIUM
USR31953,Ekani Kar,KRJBG3843A,316943402972,2002-08-16 00:00:00,Jaipur,Rajasthan,,Unemployed,2024-08-05 22:11:10,VERIFIED,MEDIUM
USR18418,Vrishti Chaudry,QRINM1863X,179723824180,1987-01-08 00:00:00,Kolkata,West Bengal,56033.0,Student,2025-04-12 00:00:00,VERIFIED,HIGH
USR73856,Damini Atwal,,390411249547,1980-05-07 00:00:00,Chennai,Tamil Nadu,36100.0,Unemployed,2025-06-10 00:00:00,VERIFIED,MEDIUM
USR34047,Nirja Goyal,EDJFV6786Z,354284252681,,Chennai,Tamil Nadu,51334.0,Freelancer,2025-04-21 00:00:00,VERIFIED,HIGH
USR11358,Ria Sampath,CBDMJ0910P,760403432642,2003-10-11 00:00:00,Ludhiana,Punjab,103450.0,Business Owner,,VERIFIED,LOW
USR64107,Gauri Vora,,870429928177,1970-06-30 00:00:00,Pune,Maharashtra,12867.0,Salaried,2025-01-23 02:49:00,VERIFIED,LOW
USR35594,Indira Ramachandran,EGAVG3762P,,1962-04-28 08:43:20,Chennai,Tamil Nadu,19286.0,Farmer,2024-08-19 00:00:00,VERIFIED,MEDIUM
USR30418,Akshay Sampath,WNKPD6528H,131902883486,1965-01-23 00:00:00,Lucknow,Uttar Pradesh,17322.0,Unemployed,2024-09-15 20:50:00,VERIFIED,LOW
USR54584,Chameli Dubey,CZJQV2137R,424702742867,,Mumbai,Maharashtra,22185.0,Self Employed,2024-09-01 00:00:00,VERIFIED,LOW
USR48110,Brinda Manda,RYYOT8872F,282630996872,1964-03-17 00:00:00,Amritsar,Punjab,21983.0,Business Owner,,VERIFIED,HIGH
USR95700,Deepa Bhalla,RTWID8017S,474803829105,1991-09-12 00:00:00,Amritsar,Punjab,33200.0,Business Owner,2025-06-08 08:22:00,VERIFIED,LOW
USR78337,Pranit Oza,NZBEB2190H,618150795338,1988-12-02 00:00:00,Lucknow,Uttar Pradesh,22457.0,Gig Worker,2024-07-24 00:00:00,VERIFIED,MEDIUM
USR55461,Unnati Keer,FQVDC8747O,373868774560,2001-11-25 00:00:00,Jalandhar,Punjab,28600.0,Business Owner,2025-07-10 00:00:00,REJECTED,LOW
USR99445,Krisha Seshadri,HFMYY3894Z,769553266511,2001-09-17 00:00:00,Delhi,Delhi,48549.0,Business Owner,2024-01-19 00:00:00,VERIFIED,MEDIUM
USR26939,Samuel Mitter,KIWOV8722C,633005029504,1998-12-04 00:00:00,Amritsar,Punjab,24100.0,Retired,2026-06-02 00:00:00,VERIFIED,HIGH
USR65086,Shivansh Prasad,MRRMZ0743S,,1962-03-10 20:30:53,Ludhiana,Punjab,20739.0,Freelancer,2024-07-06 03:48:49,REJECTED,LOW
USR51330,Manya Bali,SKOUH9200Y,019951099623,1972-10-30 00:00:00,Pune,Maharashtra,30214.0,Student,2025-11-04 21:49:04,VERIFIED,LOW
USR34172,Faras Warrior,ZWOCQ9001I,054598187074,2001-10-05 15:54:00,Mumbai,Maharashtra,14529.0,Self Employed,2025-09-16 00:00:00,VERIFIED,MEDIUM
USR35378,Ishita Mane,LZRJS8644Y,,1981-01-26 18:18:29,Jalandhar,Punjab,,Retired,2025-01-01 00:00:00,VERIFIED,MEDIUM
USR28471,Umang Kumer,LBEYE6919S,,1991-02-13 05:37:51,Jaipur,Rajasthan,13774.0,Freelancer,2025-11-11 00:00:00,VERIFIED,MEDIUM
USR65406,Bhavini Solanki,JVEIG3097A,088850972945,1960-11-08 00:00:00,Jaipur,Rajasthan,20271.0,Unemployed,,PENDING,LOW
USR16212,Sanya Sawhney,TBUDL4683R,204949751167,2001-07-23 00:00:00,Kolkata,West Bengal,13924.0,Freelancer,2024-09-22 17:09:54,VERIFIED,MEDIUM
USR60904,Suhani Oza,WYWQI1618A,519863482284,1996-03-21 15:32:20,Ludhiana,Punjab,,Self Employed,2026-03-31 00:00:00,VERIFIED,LOW
USR68308,Sim0N Ramanathan,LQESD0778U,755842264622,2005-10-17 00:00:00,Delhi,Delhi,22653.0,Gig Worker,2025-02-15 00:00:00,VERIFIED,MEDIUM
USR73563,Unnati Kala,MFVPE2019P,,1969-06-19 00:00:00,Mumbai,Maharashtra,24100.0,Freelancer,,PENDING,LOW
USR70255,Ekani Dua,ACUZI3478D,,,Chennai,Tamil Nadu,25961.0,Freelancer,2025-03-19 00:00:00,VERIFIED,MEDIUM
USR66657,Shivansh Goda,TDJCU7352U,760680175158,1972-04-10 00:00:00,Jaipur,Rajasthan,27055.0,Student,2024-09-26 03:09:00,VERIFIED,LOW
USR50077,Fiyaz Sunder,,236728535785,1962-05-11 03:54:34,Chennai,Tamil Nadu,15682.0,Farmer,2024-11-28 18:59:06,PENDING,LOW
USR81075,Ishani Naidu,LOLHX7170K,257104790985,2004-02-17 00:00:00,Lucknow,Uttar Pradesh,40563.0,Unemployed,2024-12-22 23:51:00,VERIFIED,HIGH
USR93584,Neel Deo,AFBMT0794B,,1992-08-21 00:00:00,Mumbai,Maharashtra,46356.0,Retired,2024-08-09 16:28:08,VERIFIED,LOW
USR88185,Vinaya Dora,KIYZN4444E,195238355149,1982-12-13 00:00:00,Mumbai,Maharashtra,18104.0,Farmer,2024-07-02 00:00:00,VERIFIED,LOW
USR79161,Liam Goyal,LYIMT9308V,816006457893,2001-12-07 00:00:00,Lucknow,Uttar Pradesh,9335.0,Student,2026-02-21 00:00:00,PENDING,UNKNOWN
USR50757,Barkha Parmer,UNJBD0770C,180664357027,1967-11-11 00:00:00,Chennai,Tamil Nadu,21395.0,Self Employed,2025-01-23 00:00:00,PENDING,LOW
USR10799,Indira Cheema,GCEYH8996T,014014541696,2004-08-04 00:00:00,Lucknow,Uttar Pradesh,27782.0,Unemployed,2025-12-28 00:00:00,PENDING,MEDIUM
USR88938,Jagat Kapoor,RCVDY9085U,691463251198,1994-02-03 00:00:00,Chennai,Tamil Nadu,50341.0,Freelancer,2025-08-03 21:44:39,VERIFIED,MEDIUM
USR22437,Samarth Saraf,KLAWR0922Q,046248566958,1978-01-24 06:46:13,Amritsar,Punjab,,Farmer,2024-01-06 00:00:00,VERIFIED,MEDIUM
